"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
f5_pco_1st_trim,form_5_maternal_history,,dropdown,"Treatment in 1st trimester","1, No | 2, Yes - fertility drugs | 3, Yes - metformin | 4, Yes - fertility drugs and metformin | 5, Other treatment",,,,,,"[f5_pco] = '3' or [f5_pco] = '4' or [f5_pco] = '5'",,,,,,
f6_mother_misc,form_6_family_history,"<div style=""font-size: 1.5em"">1. Obstetric History</div>",dropdown,"Mother had miscarriage","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a","Unknown - if mother is known but outcomes are not; n/a - mother and outcomes are not known",,,,,,,,,,,
f6_mother_pih,form_6_family_history,,dropdown,"Mother had PIH","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,,,,,,,
f6_mother_gh,form_6_family_history,,dropdown,"Mother had GH","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,,,,,,,
f6_mother_pe,form_6_family_history,,dropdown,"Mother had PE","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,,,,,,,
f6_mother_ecl,form_6_family_history,,dropdown,"Mother had Eclampsia","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,,,,,,,
f6_mother_lbw,form_6_family_history,,dropdown,"Mother had LBW baby","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,,,,,,,
f6_mother_ptb,form_6_family_history,,dropdown,"Mother had PTB All","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,,,,,,,
f6_mother_sptb,form_6_family_history,,dropdown,"Mother had PTB Spont","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,,,,,,,
f6_mother_gdm,form_6_family_history,,dropdown,"Mother had GDM","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,,,,,,,
f6_mother_stillbirth,form_6_family_history,,dropdown,"Mother had Stillbirth","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,,,,,,,
f6_mother_nnd,form_6_family_history,,dropdown,"Mother had NND","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,,,,,,,
f6_fam_mem,form_6_family_history,,checkbox,"Any other family member","1, Sister | 2, Maternal half-sister | 3, Paternal half-sister",,,,,,,,,,,,
f6_sister_misc,form_6_family_history,,dropdown,"Sister had miscarriage","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(1)] = '1'",,,,,,
f6_sister_pih,form_6_family_history,,dropdown,"Sister had PIH","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(1)] = '1'",,,,,,
f6_sister_gh,form_6_family_history,,dropdown,"Sister had GH","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(1)] = '1'",,,,,,
f6_sister_pe,form_6_family_history,,dropdown,"Sister had PE","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(1)] = '1'",,,,,,
f6_sister_ecl,form_6_family_history,,dropdown,"Sister had Ecl","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(1)] = '1'",,,,,,
f6_sister_lbw,form_6_family_history,,dropdown,"Sister had LBW baby","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(1)] = '1'",,,,,,
f6_sister_ptb,form_6_family_history,,dropdown,"Sister had PTB All","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(1)] = '1'",,,,,,
f6_sister_sptb,form_6_family_history,,dropdown,"Sister had PTB Spont","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(1)] = '1'",,,,,,
f6_sister_gdm,form_6_family_history,,dropdown,"Sister had GDM","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(1)] = '1'",,,,,,
f6_sister_stillbirth,form_6_family_history,,dropdown,"Sister had Stillbirth","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(1)] = '1'",,,,,,
f6_sister_nnd,form_6_family_history,,dropdown,"Sister had NND","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(1)] = '1'",,,,,,
f6_mat_sister_misc,form_6_family_history,,dropdown,"Maternal half-sister had miscarriage","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(2)] = '1'",,,,,,
f6_mat_sister_pih,form_6_family_history,,dropdown,"Maternal half-sister had PIH","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(2)] = '1'",,,,,,
f6_mat_sister_gh,form_6_family_history,,dropdown,"Maternal half-sister had GH","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(2)] = '1'",,,,,,
f6_mat_sister_pe,form_6_family_history,,dropdown,"Maternal half-sister had PE","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(2)] = '1'",,,,,,
f6_mat_sister_ecl,form_6_family_history,,dropdown,"Maternal half-sister had Ecl","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(2)] = '1'",,,,,,
f6_mat_sister_lbw,form_6_family_history,,dropdown,"Maternal half-sister had LBW baby","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(2)] = '1'",,,,,,
f6_mat_sister_ptb,form_6_family_history,,dropdown,"Maternal half-sister had PTB All","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(2)] = '1'",,,,,,
f6_mat_sister_sptb,form_6_family_history,,dropdown,"Maternal half-sister had SPTB","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(2)] = '1'",,,,,,
f6_mat_sister_gdm,form_6_family_history,,dropdown,"Maternal half-sister had GDM","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(2)] = '1'",,,,,,
f6_mat_sister_stillbrith,form_6_family_history,,dropdown,"Maternal half-sister had Stillbirth","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(2)] = '1'",,,,,,
f6_mat_sister_nnd,form_6_family_history,,dropdown,"Maternal half-sister had NND","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(2)] = '1'",,,,,,
f6_pat_sister_misc,form_6_family_history,,dropdown,"Paternal half-sister had miscarriage","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(3)] = '1'",,,,,,
f6_pat_sister_pih,form_6_family_history,,dropdown,"Paternal half-sister had PIH","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(3)] = '1'",,,,,,
f6_pat_sister_gh,form_6_family_history,,dropdown,"Paternal half-sister had GH","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(3)] = '1'",,,,,,
f6_pat_sister_pe,form_6_family_history,,dropdown,"Paternal half-sister had PE","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(3)] = '1'",,,,,,
f6_pat_sister_ecl,form_6_family_history,,dropdown,"Paternal half-sister had Ecl","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(3)] = '1'",,,,,,
f6_pat_sister_lbw,form_6_family_history,,dropdown,"Paternal half-sister had LBW baby","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(3)] = '1'",,,,,,
f6_pat_sister_ptb,form_6_family_history,,dropdown,"Paternal half-sister had PTB All","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(3)] = '1'",,,,,,
f6_pat_sister_sptb,form_6_family_history,,dropdown,"Paternal half-sister had PTB Spont","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(3)] = '1'",,,,,,
f6_pat_sister_gdm,form_6_family_history,,dropdown,"Paternal half-sister had GDM","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(3)] = '1'",,,,,,
f6_pat_sister_stillbirth,form_6_family_history,,dropdown,"Paternal half-sister had Stillbirth","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(3)] = '1'",,,,,,
f6_pat_sister_nnd,form_6_family_history,,dropdown,"Paternal half-sister had NND","1, No | 2, 1x | 3, >1 | 4, Unknown | 5, n/a",,,,,,"[f6_fam_mem(3)] = '1'",,,,,,
f6_mother_highbp,form_6_family_history,"<div style=""font-size: 1.5em"">2. Medical History</div>",dropdown,"Mother had high BP","1, No | 2, Yes | 3, Unknown | 4, n/a","Unknown - medical history is unknown; n/a - no siblings or biological relative is not known",,,,,,,,,,,
f6_mother_vte,form_6_family_history,,dropdown,"Mother had VTE","1, No | 2, Yes | 3, Unknown | 4, n/a",,,,,,,,,,,,
f6_mother_ihd,form_6_family_history,,dropdown,"Mother had IHD","1, No | 2, Yes | 3, Unknown | 4, n/a",,,,,,,,,,,,
f6_mother_cva,form_6_family_history,,dropdown,"Mother had CVA","1, No | 2, Yes | 3, Unknown | 4, n/a",,,,,,,,,,,,
f6_mother_diab_1,form_6_family_history,,dropdown,"Mother had Diab Type 1","1, No | 2, Yes | 3, Unknown | 4, n/a",,,,,,,,,,,,
f6_mother_diab_2,form_6_family_history,,dropdown,"Mother had Diab Type 2","1, No | 2, Yes | 3, Unknown | 4, n/a",,,,,,,,,,,,
f6_mother_diab_ns,form_6_family_history,,dropdown,"Mother had Diab Type NS","1, No | 2, Yes | 3, Unknown | 4, n/a",,,,,,,,,,,,
f6_mother_deceased,form_6_family_history,,dropdown,"Mother deceased with disease","1, No | 2, Yes | 3, Unknown | 4, n/a","No - deceased but not with the disease; n/a - if still alive",,,,,,,RH,,,,
f6_father_highbp,form_6_family_history,,dropdown,"Father had high BP","1, No | 2, Yes | 3, Unknown | 4, n/a",,,,,,,,,,,,
f6_father_vte,form_6_family_history,,dropdown,"Father had VTE","1, No | 2, Yes | 3, Unknown | 4, n/a",,,,,,,,,,,,
f6_father_ihd,form_6_family_history,,dropdown,"Father had IHD","1, No | 2, Yes | 3, Unknown | 4, n/a",,,,,,,,,,,,
f6_father_cva,form_6_family_history,,dropdown,"Father had CVA","1, No | 2, Yes | 3, Unknown | 4, n/a",,,,,,,,,,,,
f6_father_diab_1,form_6_family_history,,dropdown,"Father had Diab Type 1","1, No | 2, Yes | 3, Unknown | 4, n/a",,,,,,,,,,,,
f6_father_diab_2,form_6_family_history,,dropdown,"Father had Diab Type 2","1, No | 2, Yes | 3, Unknown | 4, n/a",,,,,,,,,,,,
f6_father_diab_ns,form_6_family_history,,dropdown,"Father had Diab NS","1, No | 2, Yes | 3, Unknown | 4, n/a",,,,,,,,,,,,
f6_father_deceased,form_6_family_history,,dropdown,"Father deceased with disease","1, No | 2, Yes | 3, Unknown | 4, n/a","No - deceased but not with the disease; n/a - if still alive",,,,,,,RH,,,,
f6_any_sibling,form_6_family_history,,radio,"Any sibling","0, No | 1, Yes",,,,,,,,RH,,,,
f6_sib_highbp,form_6_family_history,,dropdown,"Any sibling had high BP","1, No | 2, Yes | 3, Unknown | 4, n/a",,,,,,"[f6_any_sibling] = '1'",,,,,,
f6_sib_vte,form_6_family_history,,dropdown,"Any sibling had VTE","1, No | 2, Yes | 3, Unknown | 4, n/a",,,,,,"[f6_any_sibling] = '1'",,,,,,
f6_sib_ihd,form_6_family_history,,dropdown,"Any sibling had IHD","1, No | 2, Yes | 3, Unknown | 4, n/a",,,,,,"[f6_any_sibling] = '1'",,,,,,
f6_sib_cva,form_6_family_history,,dropdown,"Any sibling had CVA","1, No | 2, Yes | 3, Unknown | 4, n/a",,,,,,"[f6_any_sibling] = '1'",,,,,,
f6_sib_diab_1,form_6_family_history,,dropdown,"Any sibling had Diab Type 1","1, No | 2, Yes | 3, Unknown | 4, n/a",,,,,,"[f6_any_sibling] = '1'",,,,,,
f6_sib_diab_2,form_6_family_history,,dropdown,"Any sibling had Diab Type 2","1, No | 2, Yes | 3, Unknown | 4, n/a",,,,,,"[f6_any_sibling] = '1'",,,,,,
f6_sib_diab_ns,form_6_family_history,,dropdown,"Any sibling had Diab Type NS","1, No | 2, Yes | 3, Unknown | 4, n/a",,,,,,"[f6_any_sibling] = '1'",,,,,,
f6_sib_deceased,form_6_family_history,,dropdown,"Any sibling deceased with disease","1, No | 2, Yes | 3, Unknown | 4, n/a",,,,,,"[f6_any_sibling] = '1'",,RH,,,,
f7_hyperemesis,form_7_current_pregnancy_i,"<div style=""font-size: 1.5em"">1. Hyperemesis</div>",radio,"Diagnosed hyperemesis*
*<em>vomiting in pregnancy resulting in admission, IV fluids, nasogastric feeding or weight loss >5%</em>","0, No | 1, Yes",,,,,,,,RH,,,,
f7_hyperemesis_onset,form_7_current_pregnancy_i,,text,"G.A. at onset (wks)",,,number,,,,"[f7_hyperemesis] = '1'",,,,,,
f7_hyperemesis_ceased,form_7_current_pregnancy_i,,text,"G.A. ceased (wks)",,"leave blank if continuing",integer,,,,"[f7_hyperemesis] = '1'",,,,,,
f7_hyperemesis_wgtloss,form_7_current_pregnancy_i,,text,"Weight loss (kg)",,,number,,,,"[f7_hyperemesis] = '1'",,,,,,
f7_any_vag_bleeding,form_7_current_pregnancy_i,"<div style=""font-size: 1.5em"">2. Vaginal Bleeding</div>",radio,"Vaginal bleeding","0, No | 1, Yes",,,,,,,,RH,,,,
f7_vag_bleeding_1_ga,form_7_current_pregnancy_i,,text,"G.A. (wks) <em>of first bleeding instance</em>",,,number,1,13,,"[f7_any_vag_bleeding] = '1'",,,,,,
f7_vag_bleeding_1_dur,form_7_current_pregnancy_i,,text,"Duration (days) <em>of first bleeding instance</em>",,,number,,,,"[f7_any_vag_bleeding] = '1'",,,,,,
f7_vag_bleeding_1_amt,form_7_current_pregnancy_i,,dropdown,"Amount <em>of first bleeding instance</em>","1, Spotting | 2, Light | 3, Like a period | 4, Heavy and/or clots",,,,,,"[f7_any_vag_bleeding] = '1'",,,,,,
f7_vag_bleeding_2_ga,form_7_current_pregnancy_i,,text,"G.A. (wks) <em>of second bleeding instance</em>",,"Leave blank if none",number,1,13,,"[f7_vag_bleeding_1_ga] <>''",,,,,,
f7_vag_bleeding_2_dur,form_7_current_pregnancy_i,,text,"Duration (days) <em>of second bleeding instance</em>",,,number,,,,"[f7_vag_bleeding_2_ga] <>''",,,,,,
f7_vag_bleeding_2_amt,form_7_current_pregnancy_i,,dropdown,"Amount <em>of second bleeding instance</em>","1, Spotting | 2, Light | 3, Like a period | 4, Heavy and/or clots",,,,,,"[f7_vag_bleeding_2_ga] <>''",,,,,,
f7_vag_bleeding_3_ga,form_7_current_pregnancy_i,,text,"G.A. (wks) <em>of third bleeding instance</em>",,"Leave blank if none",number,1,13,,"[f7_vag_bleeding_2_ga] <>''",,,,,,
f7_vag_bleeding_3_dur,form_7_current_pregnancy_i,,text,"Duration (days) <em>of third bleeding instance</em>",,,number,,,,"[f7_vag_bleeding_3_ga] <>''",,,,,,
f7_vag_bleeding_3_amt,form_7_current_pregnancy_i,,dropdown,"Amount <em>of third bleeding instance</em>","1, Spotting | 2, Light | 3, Like a period | 4, Heavy and/or clots",,,,,,"[f7_vag_bleeding_3_ga] <>''",,,,,,
f7_vag_bleeding_4_ga,form_7_current_pregnancy_i,,text,"G.A. (wks) <em>of fourth bleeding instance</em>",,"Leave blank if none",number,1,13,,"[f7_vag_bleeding_3_ga] <>''",,,,,,
f7_vag_bleeding_4_dur,form_7_current_pregnancy_i,,text,"Duration (days) <em>of fourth bleeding instance</em>",,,number,,,,"[f7_vag_bleeding_4_ga] <>''",,,,,,
f7_vag_bleeding_4_amt,form_7_current_pregnancy_i,,dropdown,"Amount <em>of fourth bleeding instance</em>","1, Spotting | 2, Light | 3, Like a period | 4, Heavy and/or clots",,,,,,"[f7_vag_bleeding_4_ga] <>''",,,,,,
f7_vay_bleeding_more,form_7_current_pregnancy_i,,notes,"More bleeding instances: (please enter one instance per line)",,"G.A. (wks), Duration (days), Amount",,,,,"[f7_vag_bleeding_4_ga] <>''",,LH,,,,
f7_infection,form_7_current_pregnancy_i,"<div style=""font-size: 1.5em"">3. Infection in Pregnancy</div>",radio,Infection,"0, No | 1, Yes",,,,,,,,RH,,,,
f7_infection_type,form_7_current_pregnancy_i,,checkbox,Type,"1, Flu/respiratory tract infection | 2, Pyelonephritis | 3, Vaginal candida | 4, Suspected vaginal candida | 5, Gastroenteritis | 6, Urinary tract infection (lower) | 7, Other",,,,,,"[f7_infection] = '1'",,LV,,,,
f7_infection_comment,form_7_current_pregnancy_i,,notes,"Infection comment ",,,,,,,"[f7_infection] = '1'",,LH,,,,
f7_infection_tx,form_7_current_pregnancy_i,,checkbox,Treatment,"1, None | 2, Antibiotics | 3, Antifungal | 4, Other",,,,,,"[f7_infection] = '1'",,,,,,
f7_infection_tx_comment,form_7_current_pregnancy_i,,notes,"Treatment comment",,,,,,,"[f7_infection] = '1'",,LH,,,,
f7_dental_chk,form_7_current_pregnancy_i,"<div style=""font-size: 1.5em"">4. Dental Health</div>",radio,"Do you have regular dental check-ups","0, No | 1, Yes",,,,,,,,RH,,,,
f7_dental_prob,form_7_current_pregnancy_i,,notes,"Dental problems (please list one per line)",,,,,,,,,LH,,,,
f7_dental_clean,form_7_current_pregnancy_i,,radio,"Do you have your teeth professionally cleaned regularly","0, No | 1, Yes",,,,,,,,RH,,,,
f7_gums_bled_prepreg,form_7_current_pregnancy_i,,radio,"Have your gums bled (<em>3 months pre-pregnancy</em>)","0, No | 1, Yes | 2, Unknown",,,,,,,,RH,,,,
f7_sore_chew_prepreg,form_7_current_pregnancy_i,,radio,"Have your teeth been sore when chewing (<em>3 months pre-pregnancy</em>)","0, No | 1, Yes | 2, Unknown",,,,,,,,RH,,,,
f7_gums_swollen_prepreg,form_7_current_pregnancy_i,,radio,"Have your gums been swollen (<em>3 months pre-pregnancy</em>)","0, No | 1, Yes | 2, Unknown",,,,,,,,RH,,,,
f7_gums_bled_1st_trim,form_7_current_pregnancy_i,,radio,"Have your gums bled (<em>1st trimester</em>)","0, No | 1, Yes | 2, Unknown",,,,,,,,RH,,,,
f7_sore_chew_1st_trim,form_7_current_pregnancy_i,,radio,"Have your teeth been sore when chewing (<em>1st trimester</em>)","0, No | 1, Yes | 2, Unknown",,,,,,,,RH,,,,
f7_gums_swollen_1st_trim,form_7_current_pregnancy_i,,radio,"Have your gums been swollen (<em>1st trimester</em>)","0, No | 1, Yes | 2, Unknown",,,,,,,,RH,,,,
f7_dr_diag_asthma,form_7_current_pregnancy_i,"<div style=""font-size: 1.5em"">5. Asthma</div>",radio,"Dr diagnosed asthma","0, No | 1, Yes",,,,,,,,RH,,,,
f7_asthma,form_7_current_pregnancy_i,,radio,"Asthma flare-up in past year","0, No | 1, Yes",,,,,,"[f7_dr_diag_asthma] = '1'",,RH,,,,
f7_asthma_med,form_7_current_pregnancy_i,,radio,"Asthma medication use in the past year","0, No | 1, Yes",,,,,,"[f7_dr_diag_asthma] = '1'",,RH,,,,
f7_asthma_b2,form_7_current_pregnancy_i,,radio,"Currently using a short action B2-agonist inhaler (eg Ventolin)","0, No | 1, Yes",,,,,,"[f7_dr_diag_asthma] = '1'",,RH,,,,
f7_asthma_tx,form_7_current_pregnancy_i,,checkbox,"Treatment in addition to B2-inhaler (in pregnancy)","1, Inhaled steroids | 2, Long action B2-agonist inhaler | 3, Oral steroids | 4, Other",,,,,,"[f7_dr_diag_asthma] = '1'",,LH,,,,
f7_asthma_tx_other,form_7_current_pregnancy_i,,text,"Please specify",,,,,,,"[f7_asthma_tx(4)] = '1'",,,,,,
f7_asthma_steoids,form_7_current_pregnancy_i,,text,"Oral steroids  in pregnancy (duration in wks)",,,number,,,,"[f7_dr_diag_asthma] = '1'",,RH,,,,
f7_med_cond,form_7_current_pregnancy_i,"<div style=""font-size: 1.5em"">6. Medical Conditions</div>",checkbox,"Medical condition","1, HT on oral contraception | 2, Mild HT not on antihypertensive treatment | 3, Anaemia | 4, UTIs | 5, Urinary incontinence | 6, Inflammatory bowel disease | 7, Coeliac disease | 8, Irritable bowel syndrome | 9, Rheumatoid arthritis | 10, Epilepsy | 11, Thromboembolism - proven diagnosis | 12, Thromboembolism - clinical diagnosis | 13, History of depression | 14, Thyroid disease (current) | 15, Documented thrombophilia",,,,,,,,LV,,,,
f7_thrombophilla_name,form_7_current_pregnancy_i,,text,"Name of thrombophilia",,,,,,,"[f7_med_cond(15)] = '1'",,,,,,
f7_ht_oral_yr,form_7_current_pregnancy_i,,text,"<em>HT</em> diagnosed year",,,integer,,,,"[f7_med_cond(1)] = '1'",,,,,,
f7_ht_oral_med,form_7_current_pregnancy_i,,radio,"Medication required <em>for HT</em>","0, No | 1, Yes",,,,,,"[f7_med_cond(1)] = '1'",,RH,,,,
f7_mild_ht_yr,form_7_current_pregnancy_i,,text,"<em>Mild HT</em> diagnosed year",,,integer,,,,"[f7_med_cond(2)] = '1'",,,,,,
f7_mild_ht_med,form_7_current_pregnancy_i,,radio,"Medication required <em>for mild HT</em>","0, No | 1, Yes",,,,,,"[f7_med_cond(2)] = '1'",,RH,,,,
f7_anaemia_yr,form_7_current_pregnancy_i,,text,"<em>Anaemia</em> diagnosed year",,,integer,,,,"[f7_med_cond(3)] = '1'",,,,,,
f7_anaemia_med,form_7_current_pregnancy_i,,radio,"Medication required <em>for Anaemia</em>","0, No | 1, Yes",,,,,,"[f7_med_cond(3)] = '1'",,RH,,,,
f7_uti_yr,form_7_current_pregnancy_i,,text,"<em>UTIs</em> diagnosed year",,,integer,,,,"[f7_med_cond(4)] = '1'",,,,,,
f7_uti_med,form_7_current_pregnancy_i,,radio,"Medication required <em>for UTIs</em>","0, No | 1, Yes",,,,,,"[f7_med_cond(4)] = '1'",,RH,,,,
f7_urin_incon_yr,form_7_current_pregnancy_i,,text,"<em>Urinary incontinence</em> diagnosed year",,,integer,,,,"[f7_med_cond(5)] = '1'",,,,,,
f7_urin_incon_med,form_7_current_pregnancy_i,,radio,"Medication required <em>for Urinary incontinence</em>","0, No | 1, Yes",,,,,,"[f7_med_cond(5)] = '1'",,RH,,,,
f7_inflam_bowel_yr,form_7_current_pregnancy_i,,text,"<em>Inflammatory bowel disease</em> diagnosed year",,,integer,,,,"[f7_med_cond(6)] = '1'",,,,,,
f7_inflam_bowel_med,form_7_current_pregnancy_i,,radio,"Medication required <em>for Inflammatory bowel disease</em>","0, No | 1, Yes",,,,,,"[f7_med_cond(6)] = '1'",,RH,,,,
f7_coeliac_yr,form_7_current_pregnancy_i,,text,"<em>Coeliac disease</em> diagnosed year",,,integer,,,,"[f7_med_cond(7)] = '1'",,,,,,
f7_coeliac_med,form_7_current_pregnancy_i,,radio,"Medication required <em>for Coeliac disease</em>","0, No | 1, Yes",,,,,,"[f7_med_cond(7)] = '1'",,RH,,,,
f7_irr_bowel_yr,form_7_current_pregnancy_i,,text,"<em>Irritable bowel syndrome</em> diagnosed year",,,integer,,,,"[f7_med_cond(8)] = '1'",,,,,,
f7_irr_bowel_med,form_7_current_pregnancy_i,,radio,"Medication required <em>for Irritable bowel syndrome</em>","0, No | 1, Yes",,,,,,"[f7_med_cond(8)] = '1'",,RH,,,,
f7_rheu_arth_yr,form_7_current_pregnancy_i,,text,"<em>Rheumatoid arthritis</em> diagnosed year",,,integer,,,,"[f7_med_cond(9)] = '1'",,,,,,
